longitude,latitude,StateCode,LGA,LGA NAME,year,Median Age Ð Males (years),Median Age Ð Females (years),Median Age Ð Persons (years),Births,Total fertility rate (per female),Deaths,Population density (persons/km2),Arrivals,Departures,Postgraduate degree (%),Train or tram To Work,Bus To Work,Car (as driver; passenger) To Work,Motor bike/scooter To Work,Bicycle To Work,Other (inc. taxis) To Work,Couple families with children under 15 and/or dependent students,Couple families with non-dependent children only,Couple families without children,One parent families; children under 15 and/or dependent students,One parent families; non-dependent children only,Broadband connection (%)
153.0398209,-30.18905312,1,11800,Coffs Harbour (C),2014,42,43.6,42.8,742,2.1,641,61.7,4357,4447,,,,,,,,,,,,,
144.9410029,-35.16661692,1,11860,Conargo (A),2010,39.6,36.9,38.3,17,1.9,,0.2,83,105,,,,,,,,,,,,,
144.9410029,-35.16661692,1,11860,Conargo (A),2011,39.5,38,38.8,13,2,,0.2,73,99,0.5,,,379,19,,34,177,27,187,18,10,65.2
144.9410029,-35.16661692,1,11860,Conargo (A),2012,39.9,38.3,39.1,14,2,5,0.2,98,95,,,,,,,,,,,,,
144.9410029,-35.16661692,1,11860,Conargo (A),2013,41.7,38.2,39.6,9,,3,0.2,92,102,,,,,,,,,,,,,
144.9410029,-35.16661692,1,11860,Conargo (A),2014,42.4,39.3,40.6,11,1.7,4,0.2,80,75,,,,,,,,,,,,,
147.1048356,-34.63253406,1,12000,Coolamon (A),2010,42.2,42.8,42.4,53,2.6,31,1.7,289,334,,,,,,,,,,,,,
147.1048356,-34.63253406,1,12000,Coolamon (A),2011,42.8,43.9,43.2,43,2.4,21,1.7,263,310,1.3,,6,1093,8,4,53,374,74,496,104,36,56.1
147.1048356,-34.63253406,1,12000,Coolamon (A),2012,43.4,44.2,43.7,43,2.4,21,1.8,315,291,,,,,,,,,,,,,
147.1048356,-34.63253406,1,12000,Coolamon (A),2013,44.3,44.9,44.5,41,2.2,44,1.8,273,286,,,,,,,,,,,,,
147.1048356,-34.63253406,1,12000,Coolamon (A),2014,44.4,45.8,44.9,30,2.1,40,1.8,311,304,,,,,,,,,,,,,
149.2246548,-36.06953319,1,12050,Cooma-Monaro (A),2010,41.7,43.4,42.5,107,2.4,96,1.9,730,775,,,,,,,,,,,,,
149.2246548,-36.06953319,1,12050,Cooma-Monaro (A),2011,42.1,43.9,43.1,111,2.3,89,2,825,782,2.4,4,12,3119,22,18,126,858,147,1168,268,136,61
149.2246548,-36.06953319,1,12050,Cooma-Monaro (A),2012,42.1,44.1,43.3,89,2,85,2,805,714,,,,,,,,,,,,,
149.2246548,-36.06953319,1,12050,Cooma-Monaro (A),2013,42.5,44.7,43.8,96,2,82,2,699,761,,,,,,,,,,,,,
149.2246548,-36.06953319,1,12050,Cooma-Monaro (A),2014,43,45.3,44.1,81,1.9,77,2,695,711,,,,,,,,,,,,,
148.2916065,-30.87051782,1,12150,Coonamble (A),2010,39.9,38.6,39.3,66,2.5,34,0.4,271,339,,,,,,,,,,,,,
148.2916065,-30.87051782,1,12150,Coonamble (A),2011,40.7,39,39.9,69,2.6,39,0.4,269,320,0.7,3,3,981,15,,64,283,75,442,164,71,46.5
148.2916065,-30.87051782,1,12150,Coonamble (A),2012,41.5,38.9,40.5,66,2.7,41,0.4,308,305,,,,,,,,,,,,,
148.2916065,-30.87051782,1,12150,Coonamble (A),2013,41.8,38.2,40.3,76,2.8,40,0.4,258,260,,,,,,,,,,,,,
148.2916065,-30.87051782,1,12150,Coonamble (A),2014,42,38.1,40.1,51,2.5,42,0.4,296,324,,,,,,,,,,,,,
148.0140306,-34.58987941,1,12200,Cootamundra (A),2010,46.2,45.7,46,68,2.3,75,4.9,440,555,,,,,,,,,,,,,
148.0140306,-34.58987941,1,12200,Cootamundra (A),2011,46.7,46.4,46.6,77,2.1,103,5,470,453,0.8,3,10,1929,15,34,82,597,102,1006,215,88,53.6
148.0140306,-34.58987941,1,12200,Cootamundra (A),2012,46.5,47,46.8,92,2.3,76,5,523,452,,,,,,,,,,,,,
148.0140306,-34.58987941,1,12200,Cootamundra (A),2013,47.5,47.7,47.6,70,2.3,90,5,442,435,,,,,,,,,,,,,
148.0140306,-34.58987941,1,12200,Cootamundra (A),2014,48,48.2,48.1,78,2.3,89,5.1,516,403,,,,,,,,,,,,,
146.2628639,-35.82765727,1,12300,Corowa Shire (A),2010,45.4,45.7,45.6,124,2.4,123,4.9,837,846,,,,,,,,,,,,,
146.2628639,-35.82765727,1,12300,Corowa Shire (A),2011,46,46.3,46.1,120,2.4,126,4.9,766,813,0.8,5,19,3351,10,44,105,924,156,1567,280,104,57.3
146.2628639,-35.82765727,1,12300,Corowa Shire (A),2012,46.2,46.3,46.3,142,2.5,110,4.9,796,829,,,,,,,,,,,,,
146.2628639,-35.82765727,1,12300,Corowa Shire (A),2013,46.4,46.6,46.5,118,2.4,125,4.9,708,740,,,,,,,,,,,,,
146.2628639,-35.82765727,1,12300,Corowa Shire (A),2014,46.7,47.1,46.9,117,2.4,127,4.9,832,821,,,,,,,,,,,,,
148.7178866,-33.79642047,1,12350,Cowra (A),2010,43.1,44.9,44,129,2.4,148,4.5,805,968,,,,,,,,,,,,,
148.7178866,-33.79642047,1,12350,Cowra (A),2011,44,46,44.9,128,2.4,141,4.5,795,897,0.7,3,14,3227,33,13,146,991,216,1507,307,147,51.2
148.7178866,-33.79642047,1,12350,Cowra (A),2012,44,46,45.1,143,2.3,131,4.5,843,741,,,,,,,,,,,,,
148.7178866,-33.79642047,1,12350,Cowra (A),2013,44.3,46.6,45.5,130,2.4,124,4.5,768,840,,,,,,,,,,,,,
148.7178866,-33.79642047,1,12350,Cowra (A),2014,44.5,47.1,45.8,126,2.4,142,4.5,778,803,,,,,,,,,,,,,
144.9731792,-35.52908923,1,12500,Deniliquin (A),2010,42,43.9,43,94,2.8,93,51.4,325,481,,,,,,,,,,,,,
144.9731792,-35.52908923,1,12500,Deniliquin (A),2011,42.7,44.5,43.7,88,2.7,78,51,393,404,1,3,12,2218,9,37,74,565,100,837,256,99,53.2
144.9731792,-35.52908923,1,12500,Deniliquin (A),2012,43.1,44.5,43.8,90,2.5,88,51.2,446,479,,,,,,,,,,,,,
144.9731792,-35.52908923,1,12500,Deniliquin (A),2013,43.2,44.7,44.1,79,2.4,89,51.5,446,406,,,,,,,,,,,,,
144.9731792,-35.52908923,1,12500,Deniliquin (A),2014,43.2,44.7,44,71,2.2,76,51.9,357,366,,,,,,,,,,,,,
148.664165,-32.22520546,1,12600,Dubbo (C),2010,34.8,36.6,35.7,669,2.6,288,11.7,2721,2690,,,,,,,,,,,,,
148.664165,-32.22520546,1,12600,Dubbo (C),2011,35.1,37,36.1,664,2.5,307,11.7,2640,2611,1.4,6,92,14223,113,121,430,3582,711,3803,1480,487,61.3
148.664165,-32.22520546,1,12600,Dubbo (C),2012,35.1,37,36.1,625,2.4,256,11.9,2663,2567,,,,,,,,,,,,,
148.664165,-32.22520546,1,12600,Dubbo (C),2013,35,37.2,36.3,627,2.4,343,12,2279,2422,,,,,,,,,,,,,
148.664165,-32.22520546,1,12600,Dubbo (C),2014,34.9,37.3,36.3,587,2.2,332,12.1,2463,2367,,,,,,,,,,,,,
151.608282,-32.34948279,1,12700,Dungog (A),2010,43.6,43,43.3,87,2.2,55,3.8,698,684,,,,,,,,,,,,,
151.608282,-32.34948279,1,12700,Dungog (A),2011,44.2,43.7,43.9,76,2.2,79,3.8,769,653,1.5,12,8,2518,23,13,111,794,193,1042,225,99,61.5
151.608282,-32.34948279,1,12700,Dungog (A),2012,44.4,44.1,44.3,86,2,85,3.9,712,580,,,,,,,,,,,,,
151.608282,-32.34948279,1,12700,Dungog (A),2013,44.8,44.5,44.7,76,1.9,64,3.9,806,597,,,,,,,,,,,,,
151.608282,-32.34948279,1,12700,Dungog (A),2014,44.9,44.8,44.8,77,1.8,58,4,787,614,,,,,,,,,,,,,
149.9470494,-35.94515651,1,12750,Eurobodalla (A),2010,48.7,49.9,49.3,364,2.4,385,10.7,2613,2337,,,,,,,,,,,,,
149.9470494,-35.94515651,1,12750,Eurobodalla (A),2011,49.4,50.7,50,337,2.4,445,10.8,2426,2315,1.7,8,71,8706,72,96,341,2416,581,5325,1131,458,59.9
149.9470494,-35.94515651,1,12750,Eurobodalla (A),2012,50.2,51.5,50.8,325,2.4,442,10.8,2393,2348,,,,,,,,,,,,,
149.9470494,-35.94515651,1,12750,Eurobodalla (A),2013,50.7,52.1,51.4,292,2.3,436,10.9,2412,2182,,,,,,,,,,,,,
149.9470494,-35.94515651,1,12750,Eurobodalla (A),2014,51,52.5,51.8,260,2.1,465,11,2584,2242,,,,,,,,,,,,,
150.895407,-33.86563647,1,12850,Fairfield (C),2010,34.5,36.1,35.4,2640,2,966,1922.5,9110,11076,,,,,,,,,,,,,
150.895407,-33.86563647,1,12850,Fairfield (C),2011,34.7,36.4,35.6,2665,1.9,1063,1935.3,9014,11378,1.1,4761,1157,48323,159,172,1625,19376,6478,11568,7050,4178,61.8
150.895407,-33.86563647,1,12850,Fairfield (C),2012,34.8,36.7,35.8,2724,1.9,1028,1954.9,8691,11059,,,,,,,,,,,,,
150.895407,-33.86563647,1,12850,Fairfield (C),2013,34.9,36.8,35.9,2693,1.9,1112,1983.9,9071,11291,,,,,,,,,,,,,
150.895407,-33.86563647,1,12850,Fairfield (C),2014,35.1,37,36.1,2390,1.8,1169,2000.6,9550,12492,,,,,,,,,,,,,
147.86674,-33.42182439,1,12900,Forbes (A),2010,39.7,41.5,40.6,154,2.6,104,2,454,599,,,,,,,,,,,,,
147.86674,-33.42182439,1,12900,Forbes (A),2011,40.2,41.8,41,128,2.7,98,2,604,556,0.8,,27,2599,24,11,135,765,136,1093,286,127,53.2
147.86674,-33.42182439,1,12900,Forbes (A),2012,40.6,41.8,41.3,120,2.7,96,2,588,560,,,,,,,,,,,,,
147.86674,-33.42182439,1,12900,Forbes (A),2013,40.8,41.5,41.1,131,2.5,93,2,597,492,,,,,,,,,,,,,
147.86674,-33.42182439,1,12900,Forbes (A),2014,40.9,41,41,110,2.3,103,2.1,511,492,,,,,,,,,,,,,
148.6906885,-31.61902615,1,12950,Gilgandra (A),2010,42.7,43.1,42.9,65,2.8,54,0.9,362,393,,,,,,,,,,,,,
148.6906885,-31.61902615,1,12950,Gilgandra (A),2011,43.4,44.1,43.7,59,2.8,53,0.9,288,364,0.6,,15,1065,14,7,84,357,83,529,148,51,49.8
148.6906885,-31.61902615,1,12950,Gilgandra (A),2012,44.6,45,44.8,68,2.8,41,0.9,295,334,,,,,,,,,,,,,
148.6906885,-31.61902615,1,12950,Gilgandra (A),2013,45.2,45.5,45.3,62,2.8,44,0.9,288,310,,,,,,,,,,,,,
148.6906885,-31.61902615,1,12950,Gilgandra (A),2014,46,46.2,46.1,35,2.5,44,0.9,294,363,,,,,,,,,,,,,
151.9030507,-29.64501367,1,13010,Glen Innes Severn (A),2010,44.3,45.5,45,107,2.6,102,1.6,634,620,,,,,,,,,,,,,
151.9030507,-29.64501367,1,13010,Glen Innes Severn (A),2011,45,46.5,45.8,102,2.6,115,1.6,532,618,0.9,,3,2153,19,24,137,634,132,1138,279,104,51.8
151.9030507,-29.64501367,1,13010,Glen Innes Severn (A),2012,45.3,46.9,46.1,114,2.6,95,1.6,581,613,,,,,,,,,,,,,
151.9030507,-29.64501367,1,13010,Glen Innes Severn (A),2013,45.3,47.3,46.3,101,2.7,104,1.6,482,539,,,,,,,,,,,,,
151.9030507,-29.64501367,1,13010,Glen Innes Severn (A),2014,45.2,47.2,46.2,91,2.6,127,1.6,628,576,,,,,,,,,,,,,
151.7951821,-31.90580982,1,13050,Gloucester (A),2010,48.2,49.3,48.8,42,2,48,1.7,355,312,,,,,,,,,,,,,
151.7951821,-31.90580982,1,13050,Gloucester (A),2011,48.3,50.2,49.3,45,2.1,41,1.7,365,345,1.1,,11,1261,8,6,50,370,82,745,116,52,57.3
151.7951821,-31.90580982,1,13050,Gloucester (A),2012,48.7,51,49.8,43,2.3,57,1.7,328,351,,,,,,,,,,,,,
151.7951821,-31.90580982,1,13050,Gloucester (A),2013,49.9,51.6,50.7,38,2.2,51,1.7,299,347,,,,,,,,,,,,,
151.7951821,-31.90580982,1,13050,Gloucester (A),2014,50.1,52,51.1,40,2.2,62,1.7,315,226,,,,,,,,,,,,,
151.2162352,-33.37144669,1,13100,Gosford (C),2010,39.7,42.7,41.2,1938,2.1,1517,178.2,10079,9196,,,,,,,,,,,,,
151.2162352,-33.37144669,1,13100,Gosford (C),2011,40.1,43,41.6,1972,2.1,1601,178.9,9718,9454,2.3,3806,802,45557,297,232,1217,15122,3528,16729,5051,2793,66.2
151.2162352,-33.37144669,1,13100,Gosford (C),2012,40.4,43.2,41.8,1807,2,1586,180.2,9785,9194,,,,,,,,,,,,,
151.2162352,-33.37144669,1,13100,Gosford (C),2013,40.7,43.5,42.1,1965,2,1563,181.4,9598,9072,,,,,,,,,,,,,
151.2162352,-33.37144669,1,13100,Gosford (C),2014,40.9,43.7,42.4,1680,1.9,1769,182.8,9903,9163,,,,,,,,,,,,,
149.813491,-34.87603919,1,13310,Goulburn Mulwaree (A),2010,39.4,41.3,40.3,331,2,260,8.7,1855,1597,,,,,,,,,,,,,
149.813491,-34.87603919,1,13310,Goulburn Mulwaree (A),2011,40,41.9,40.9,344,2.1,246,8.8,1948,1680,1.5,17,44,9067,57,48,287,2310,577,2955,926,393,58.7
149.813491,-34.87603919,1,13310,Goulburn Mulwaree (A),2012,40.1,42,41.1,335,2.1,257,8.9,1997,1714,,,,,,,,,,,,,
149.813491,-34.87603919,1,13310,Goulburn Mulwaree (A),2013,40.3,42.3,41.4,347,2.1,280,9.1,1823,1613,,,,,,,,,,,,,
149.813491,-34.87603919,1,13310,Goulburn Mulwaree (A),2014,40.4,42.6,41.6,272,2,299,9.1,1815,1638,,,,,,,,,,,,,
152.1535729,-32.35601836,1,13320,Great Lakes (A),2010,51.1,51.9,51.5,325,2.4,396,10.5,3016,2557,,,,,,,,,,,,,
152.1535729,-32.35601836,1,13320,Great Lakes (A),2011,51.7,52.5,52.1,296,2.3,473,10.6,2817,2562,1.1,10,46,7486,40,110,308,2182,552,5335,1060,505,56.1
152.1535729,-32.35601836,1,13320,Great Lakes (A),2012,52.6,53.4,53,275,2.2,463,10.7,2770,2416,,,,,,,,,,,,,
152.1535729,-32.35601836,1,13320,Great Lakes (A),2013,53.1,54,53.6,275,2.1,505,10.8,2772,2273,,,,,,,,,,,,,
152.1535729,-32.35601836,1,13320,Great Lakes (A),2014,53.8,54.6,54.2,236,2,543,10.8,2703,2399,,,,,,,,,,,,,
147.1718139,-35.75029535,1,13340,Greater Hume Shire (A),2010,42.2,42.4,42.3,124,2.6,83,1.7,664,721,,,,,,,,,,,,,
147.1718139,-35.75029535,1,13340,Greater Hume Shire (A),2011,42.5,42.9,42.7,102,2.4,75,1.8,594,715,1.1,,16,2862,29,29,150,949,210,1130,240,96,61
147.1718139,-35.75029535,1,13340,Greater Hume Shire (A),2012,42.9,43.3,43.1,123,2.5,81,1.8,637,639,,,,,,,,,,,,,
147.1718139,-35.75029535,1,13340,Greater Hume Shire (A),2013,43.1,43.5,43.3,96,2.3,87,1.8,630,637,,,,,,,,,,,,,
147.1718139,-35.75029535,1,13340,Greater Hume Shire (A),2014,43.3,43.5,43.4,108,2.3,78,1.8,643,643,,,,,,,,,,,,,
152.2812156,-31.7920703,1,13380,Greater Taree (C),2010,45,46.3,45.7,553,2.6,477,12.8,2991,2977,,,,,,,,,,,,,
152.2812156,-31.7920703,1,13380,Greater Taree (C),2011,45.8,46.8,46.3,500,2.5,537,12.9,3419,2977,0.9,4,69,11795,111,65,418,3487,812,6104,1690,685,58.2
152.2812156,-31.7920703,1,13380,Greater Taree (C),2012,46.3,47.1,46.7,497,2.4,510,13,3281,3031,,,,,,,,,,,,,
152.2812156,-31.7920703,1,13380,Greater Taree (C),2013,46.7,47.4,47.1,475,2.2,512,13.1,3078,2594,,,,,,,,,,,,,
152.2812156,-31.7920703,1,13380,Greater Taree (C),2014,47.3,48,47.6,445,2.2,557,13.1,2959,2872,,,,,,,,,,,,,
146.0034743,-34.3004084,1,13450,Griffith (C),2010,34.6,36.3,35.4,428,2.5,175,15.4,1174,1474,,,,,,,,,,,,,
146.0034743,-34.3004084,1,13450,Griffith (C),2011,34.8,36.7,35.7,362,2.4,193,15.5,1096,1395,1.1,,29,8526,61,64,255,2417,576,2320,597,298,56.3
146.0034743,-34.3004084,1,13450,Griffith (C),2012,35,37,35.9,427,2.5,177,15.5,1046,1321,,,,,,,,,,,,,
146.0034743,-34.3004084,1,13450,Griffith (C),2013,34.8,37.2,35.9,390,2.4,198,15.5,1005,1397,,,,,,,,,,,,,
146.0034743,-34.3004084,1,13450,Griffith (C),2014,34.8,37.1,35.8,363,2.4,162,15.7,1175,1255,,,,,,,,,,,,,
148.1435463,-35.01526392,1,13500,Gundagai (A),2010,41.5,42,41.8,39,2.3,33,1.5,200,219,,,,,,,,,,,,,
148.1435463,-35.01526392,1,13500,Gundagai (A),2011,42,42.6,42.3,46,2.3,42,1.5,243,245,0.9,,6,1062,13,,82,340,77,448,85,46,52.8
148.1435463,-35.01526392,1,13500,Gundagai (A),2012,41.4,43.1,42,47,2.4,25,1.5,178,188,,,,,,,,,,,,,
148.1435463,-35.01526392,1,13500,Gundagai (A),2013,41.9,43.6,42.6,39,2.4,29,1.5,207,243,,,,,,,,,,,,,
148.1435463,-35.01526392,1,13500,Gundagai (A),2014,42,43.6,42.8,34,2.1,31,1.5,214,223,,,,,,,,,,,,,
150.1888657,-31.04655967,1,13550,Gunnedah (A),2010,38.7,40.2,39.5,192,2.8,102,2.5,980,880,,,,,,,,,,,,,
150.1888657,-31.04655967,1,13550,Gunnedah (A),2011,39.1,40.3,39.6,182,2.7,112,2.5,860,891,0.6,,19,3604,31,13,187,1077,239,1283,375,157,53.7
150.1888657,-31.04655967,1,13550,Gunnedah (A),2012,38.9,40,39.4,189,2.7,101,2.5,945,947,,,,,,,,,,,,,
150.1888657,-31.04655967,1,13550,Gunnedah (A),2013,38.7,39.5,39.1,201,2.6,114,2.5,746,855,,,,,,,,,,,,,
150.1888657,-31.04655967,1,13550,Gunnedah (A),2014,38,38.9,38.5,158,2.4,125,2.6,864,832,,,,,,,,,,,,,
151.704832,-30.13335772,1,13650,Guyra (A),2010,39.6,42.3,40.9,69,3.2,32,1,336,368,,,,,,,,,,,,,
151.704832,-30.13335772,1,13650,Guyra (A),2011,39.7,42.9,41.3,55,3,34,1,325,317,1.3,,8,1121,21,4,59,382,89,500,125,53,51.1
151.704832,-30.13335772,1,13650,Guyra (A),2012,39.8,43.5,41.6,60,2.8,36,1,388,373,,,,,,,,,,,,,
151.704832,-30.13335772,1,13650,Guyra (A),2013,39.7,43.5,41.7,77,2.9,45,1.1,336,335,,,,,,,,,,,,,
151.704832,-30.13335772,1,13650,Guyra (A),2014,40.3,44.2,42.3,43,2.7,43,1.1,287,336,,,,,,,,,,,,,
150.5168141,-29.59329374,1,13660,Gwydir (A),2010,45.4,45,45.2,56,2.4,61,0.6,330,331,,,,,,,,,,,,,
150.5168141,-29.59329374,1,13660,Gwydir (A),2011,45.9,45.6,45.8,60,2.5,68,0.6,311,335,0.7,,11,1088,16,7,135,443,97,672,107,58,50.8
150.5168141,-29.59329374,1,13660,Gwydir (A),2012,46.1,46.4,46.2,66,2.7,49,0.6,356,331,,,,,,,,,,,,,
150.5168141,-29.59329374,1,13660,Gwydir (A),2013,46.7,46.9,46.8,59,2.8,52,0.6,320,342,,,,,,,,,,,,,
150.5168141,-29.59329374,1,13660,Gwydir (A),2014,47,47.7,47.4,57,2.8,65,0.5,273,309,,,,,,,,,,,,,
148.4063238,-34.61282464,1,13700,Harden (A),2010,46.1,46.4,46.2,55,2.7,31,2,349,292,,,,,,,,,,,,,
148.4063238,-34.61282464,1,13700,Harden (A),2011,47,46.9,47,33,2.6,39,2,284,285,1.1,,3,921,,5,69,295,60,491,87,46,52.1
148.4063238,-34.61282464,1,13700,Harden (A),2012,47,46.3,46.6,49,2.9,30,2,285,282,,,,,,,,,,,,,
148.4063238,-34.61282464,1,13700,Harden (A),2013,47.6,46.9,47.3,44,2.7,42,2,223,242,,,,,,,,,,,,,
148.4063238,-34.61282464,1,13700,Harden (A),2014,47.6,47.3,47.5,35,2.8,34,2,204,220,,,,,,,,,,,,,
150.7731985,-33.33482784,1,13800,Hawkesbury (C),2010,34.6,36.8,35.8,929,2.2,327,23.1,4272,4416,,,,,,,,,,,,,
150.7731985,-33.33482784,1,13800,Hawkesbury (C),2011,34.9,37.3,36.2,884,2.2,342,23.2,4414,4162,1.9,630,112,22289,156,173,1060,6548,1671,5409,1851,980,68.9
150.7731985,-33.33482784,1,13800,Hawkesbury (C),2012,35.3,37.6,36.5,869,2.2,352,23.3,4029,4270,,,,,,,,,,,,,
150.7731985,-33.33482784,1,13800,Hawkesbury (C),2013,35.5,37.8,36.7,820,2.1,338,23.5,4382,4246,,,,,,,,,,,,,
150.7731985,-33.33482784,1,13800,Hawkesbury (C),2014,35.8,38,36.9,764,2,382,23.6,4454,4434,,,,,,,,,,,,,
144.6837415,-34.31583818,1,13850,Hay (A),2010,41.8,41.5,41.7,47,2.5,30,0.3,181,240,,,,,,,,,,,,,
144.6837415,-34.31583818,1,13850,Hay (A),2011,42.7,43.8,43,26,2.3,20,0.3,177,229,0.4,4,3,795,11,18,50,259,56,327,90,44,51.2
144.6837415,-34.31583818,1,13850,Hay (A),2012,43.7,44.4,43.9,34,2.5,24,0.3,165,202,,,,,,,,,,,,,
144.6837415,-34.31583818,1,13850,Hay (A),2013,44.2,45.9,44.8,23,2.1,26,0.3,145,213,,,,,,,,,,,,,
144.6837415,-34.31583818,1,13850,Hay (A),2014,44.3,45.9,44.9,35,2.4,27,0.3,191,185,,,,,,,,,,,,,
150.9574705,-33.82836268,1,13950,Holroyd (C),2010,33.2,34.4,33.8,1998,2.3,603,2540.4,8808,9598,,,,,,,,,,,,,
150.9574705,-33.82836268,1,13950,Holroyd (C),2011,33.4,34.4,33.9,2011,2.3,602,2590.2,8786,9563,5.1,5098,1060,26665,138,140,883,10941,2432,7782,2819,1815,66.2
150.9574705,-33.82836268,1,13950,Holroyd (C),2012,33.4,34.3,33.8,2002,2.3,579,2642.1,8688,9734,,,,,,,,,,,,,
150.9574705,-33.82836268,1,13950,Holroyd (C),2013,33.4,34.3,33.9,2077,2.3,635,2709.2,8585,9430,,,,,,,,,,,,,
150.9574705,-33.82836268,1,13950,Holroyd (C),2014,33.5,34.4,34,1959,2.2,635,2765,9173,10503,,,,,,,,,,,,,
151.0891424,-33.58682966,1,14000,Hornsby (A),2010,37.7,39.8,38.8,1857,1.7,1049,352.3,11110,11551,,,,,,,,,,,,,
151.0891424,-33.58682966,1,14000,Hornsby (A),2011,38.1,40.2,39.2,1750,1.7,1118,354.4,11127,11956,8.7,11305,2341,43180,371,291,1006,19896,4245,13578,3071,2025,80.8
151.0891424,-33.58682966,1,14000,Hornsby (A),2012,38.2,40.3,39.3,1812,1.8,1087,357.4,10928,11742,,,,,,,,,,,,,
151.0891424,-33.58682966,1,14000,Hornsby (A),2013,38.3,40.4,39.4,1740,1.7,1071,361,10879,11571,,,,,,,,,,,,,
151.0891424,-33.58682966,1,14000,Hornsby (A),2014,38.4,40.6,39.6,1699,1.7,1107,364.9,11420,11684,,,,,,,,,,,,,
151.145129,-33.83335184,1,14100,Hunters Hill (A),2010,38.5,44.5,41.6,141,1.9,180,2423.3,1153,1147,,,,,,,,,,,,,
151.145129,-33.83335184,1,14100,Hunters Hill (A),2011,38.9,44.6,41.8,147,1.9,165,2430.8,1171,1192,9.7,8,622,3468,46,53,259,1423,296,1161,219,146,75.5
151.145129,-33.83335184,1,14100,Hunters Hill (A),2012,37.5,44.7,41.5,146,1.9,143,2477.1,1154,1034,,,,,,,,,,,,,
151.145129,-33.83335184,1,14100,Hunters Hill (A),2013,36,44.3,40.8,134,1.9,173,2534.2,1224,1026,,,,,,,,,,,,,
151.145129,-33.83335184,1,14100,Hunters Hill (A),2014,35.2,44.5,40.5,112,1.7,181,2569.3,1137,1124,,,,,,,,,,,,,
151.0714725,-33.96450789,1,14150,Hurstville (C),2010,35.9,38.7,37.4,1095,1.8,512,3599.5,6179,6857,,,,,,,,,,,,,
151.0714725,-33.96450789,1,14150,Hurstville (C),2011,35.9,38.8,37.4,1134,1.8,585,3644.1,6003,6750,6,7598,415,20053,113,96,582,8519,2201,7148,1914,1396,70.8
151.0714725,-33.96450789,1,14150,Hurstville (C),2012,35.9,38.9,37.4,1159,1.8,514,3685.7,5834,6425,,,,,,,,,,,,,
151.0714725,-33.96450789,1,14150,Hurstville (C),2013,35.9,38.9,37.4,1140,1.8,562,3733.8,5742,6434,,,,,,,,,,,,,
151.0714725,-33.96450789,1,14150,Hurstville (C),2014,35.9,39,37.4,1057,1.7,604,3779.5,6184,7128,,,,,,,,,,,,,
151.0677119,-29.3599786,1,14200,Inverell (A),2010,39,41,39.9,212,2.5,157,1.9,1128,1141,,,,,,,,,,,,,
151.0677119,-29.3599786,1,14200,Inverell (A),2011,39.3,41.1,40.1,247,2.5,150,1.9,985,1066,0.6,3,20,4387,52,23,227,1357,304,1873,547,198,53.6
151.0677119,-29.3599786,1,14200,Inverell (A),2012,39.6,41,40.3,205,2.5,177,1.9,1204,1133,,,,,,,,,,,,,
151.0677119,-29.3599786,1,14200,Inverell (A),2013,39.6,41.3,40.4,243,2.5,165,1.9,1148,1094,,,,,,,,,,,,,
151.0677119,-29.3599786,1,14200,Inverell (A),2014,39.6,41.3,40.4,188,2.3,158,2,1110,1041,,,,,,,,,,,,,
145.7880354,-35.21885901,1,14250,Jerilderie (A),2010,44.7,45.9,45.1,18,3.2,12,0.5,95,109,,,,,,,,,,,,,
145.7880354,-35.21885901,1,14250,Jerilderie (A),2011,45.8,46.9,46.2,14,3.6,21,0.5,85,102,0.3,,4,364,4,4,25,140,28,174,26,13,55.7
145.7880354,-35.21885901,1,14250,Jerilderie (A),2012,45.4,46.6,45.8,15,4.2,10,0.5,110,146,,,,,,,,,,,,,
145.7880354,-35.21885901,1,14250,Jerilderie (A),2013,45.4,46.7,45.7,15,4.1,16,0.4,82,146,,,,,,,,,,,,,
145.7880354,-35.21885901,1,14250,Jerilderie (A),2014,45.6,48.1,46.3,10,3.5,12,0.5,120,101,,,,,,,,,,,,,
147.6688803,-34.81720601,1,14300,Junee (A),2010,36.6,40.7,38.1,72,2.9,44,3,617,573,,,,,,,,,,,,,
147.6688803,-34.81720601,1,14300,Junee (A),2011,36.8,41.1,38.4,69,2.7,50,3,598,539,0.9,5,5,1461,7,4,60,485,104,542,153,71,57
147.6688803,-34.81720601,1,14300,Junee (A),2012,37.4,41.6,39.1,63,2.5,41,3,538,541,,,,,,,,,,,,,
147.6688803,-34.81720601,1,14300,Junee (A),2013,37.5,41.7,39.2,61,2.3,48,3.1,555,519,,,,,,,,,,,,,
147.6688803,-34.81720601,1,14300,Junee (A),2014,37.1,40.9,38.6,71,2.3,50,3.1,619,611,,,,,,,,,,,,,
152.6447331,-30.95154661,1,14350,Kempsey (A),2010,43.1,44.6,43.9,470,2.9,278,8.6,1971,2000,,,,,,,,,,,,,
152.6447331,-30.95154661,1,14350,Kempsey (A),2011,43.8,45.1,44.4,382,2.9,291,8.6,1794,1902,0.7,6,53,6430,60,62,271,1937,489,3284,1217,469,53.3
152.6447331,-30.95154661,1,14350,Kempsey (A),2012,44.4,45.6,45,331,2.9,315,8.7,1739,1841,,,,,,,,,,,,,
152.6447331,-30.95154661,1,14350,Kempsey (A),2013,44.8,46,45.4,330,2.6,325,8.7,1721,1809,,,,,,,,,,,,,
